object_id,field,field_group,value,certainty,source_id,locator
IBI-8D8C026752CF,material,material,Ceramic Ink,reported,SRC-B171946A119D,https://collections.penn.museum/collections/object/102142
IBI-8D915E3AD761,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-18
IBI-8D915E3AD761,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-18
IBI-8D915E3AD761,findspot,provenance,Excavated/Findspot: Tell Ibrahim (Kutha),reported,SRC-3D4B57D27A24,Related objects: 1980-0415-18
IBI-8D915E3AD761,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-18
IBI-8D915E3AD761,production_place,provenance,"Made in: Iraq, South",reported,SRC-3D4B57D27A24,Related objects: 1980-0415-18
IBI-8D98BEE1638B,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-12
IBI-8D98BEE1638B,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-12
IBI-8D98BEE1638B,findspot,provenance,Found/Acquired: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-12
IBI-8D98BEE1638B,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-12
IBI-8D98BEE1638B,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-12
IBI-8DA204C6914A,condition,condition,Some areas faded; fair condition,reported,SRC-FC77989995C8,"catalogue p. 92, lot 440; image p. 93"
IBI-8DA204C6914A,dating,dating,6th–7th century CE,reported,SRC-FC77989995C8,"catalogue p. 92, lot 440; image p. 93"
IBI-8DA204C6914A,dimensions,dimensions,Diameter 18.5 cm,reported,SRC-FC77989995C8,"catalogue p. 92, lot 440; image p. 93"
IBI-8DA204C6914A,material,material,Terracotta,reported,SRC-FC77989995C8,"catalogue p. 92, lot 440; image p. 93"
IBI-8DA204C6914A,script_or_language,language,Aramaic text,reported,SRC-FC77989995C8,"catalogue p. 92, lot 440; image p. 93"
IBI-8DBB2FDDBA64,client,client,"Baboy son of Immi; Abda, Zebina, and Hormiz sons of Gušhnazduk",reported,SRC-C790CF0327BB,object W_1983-1002-2
IBI-8DBB2FDDBA64,condition,condition,Fair,reported,SRC-C790CF0327BB,object W_1983-1002-2
IBI-8DBB2FDDBA64,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1983-1002-2
IBI-8DBB2FDDBA64,current_location,location,The British Museum,reported,SRC-C790CF0327BB,object W_1983-1002-2
IBI-8DBB2FDDBA64,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1983-1002-2
IBI-8DBB2FDDBA64,dating,dating,6thC–8thC,reported,SRC-C790CF0327BB,object W_1983-1002-2
IBI-8DBB2FDDBA64,dimensions,dimensions,Diameter 16.30 cm; height 7.10 cm; depth 6.80 cm,reported,SRC-C790CF0327BB,object W_1983-1002-2
IBI-8DBB2FDDBA64,inscription_language,language,Aramaic,reported,SRC-C790CF0327BB,object W_1983-1002-2
IBI-8DBB2FDDBA64,material,material,pottery,reported,SRC-C790CF0327BB,object W_1983-1002-2
IBI-8DBB2FDDBA64,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1983-1002-2
IBI-8DBB2FDDBA64,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1983-1002-2
IBI-8DF5C0C9CF56,biblical_quotation,biblical_intertexts,Zechariah 3:2,reported,SRC-C54888E36130,MS 2053/196 context: MS 2053/158
IBI-8DF5C0C9CF56,current_location,location,The Schøyen Collection,reported,SRC-C54888E36130,MS 2053/196 context: MS 2053/158
IBI-8E0BB84CFA0F,current_location,location,Penn Museum,reported,SRC-E36A3DBC391F,https://collections.penn.museum/collections/object/287815
IBI-8E5308A4A137,current_location,location,Penn Museum,reported,SRC-FFE3830F7B87,https://collections.penn.museum/collections/object/97118
IBI-8E5308A4A137,material,material,Ceramic; Ink,reported,SRC-FFE3830F7B87,https://collections.penn.museum/collections/object/97118
IBI-8EDCA2132C79,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1914-0404-3254
IBI-8EDCA2132C79,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1914-0404-3254
IBI-8EDCA2132C79,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1914-0404-3254
IBI-8EDCA2132C79,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1914-0404-3254
IBI-8FDA7C4C0FF6,bibliography,publication,"Christa Müller-Kessler, Die Zauberschalentexte in der Hilprecht-Sammlung, Jena, und weitere Nippur-Texte anderer Sammlungen (2005), 121–122, 236, plate 30.",reported,SRC-D2482299BAC7,paragraph 3: YBC 15334
IBI-8FDA7C4C0FF6,current_location,location,Yale Babylonian Collection,reported,SRC-D2482299BAC7,paragraph 3: YBC 15334
IBI-8FDA7C4C0FF6,dating,dating,"Late Sasanian period, probably 6th–7th centuries; broader suggested range mid-4th–8th century",reported,SRC-D2482299BAC7,paragraph 3: YBC 15334
IBI-8FDA7C4C0FF6,inscription_language,language,Mandaic,reported,SRC-D2482299BAC7,paragraph 3: YBC 15334
IBI-9025903BB357,clients,client,Rav Mešaršia son of Qaqay; probably Dudi daughter of Aḥata,reported,SRC-8F8BA58FAE9F,pp. 219–230 / JSTOR 23607828
IBI-9025903BB357,current_location,location,Unknown / not exposed in accessible bibliographic metadata,uncertain,SRC-8F8BA58FAE9F,pp. 219–230 / JSTOR 23607828
IBI-9025903BB357,inscription_language,language,Jewish Babylonian Aramaic,probable,SRC-8F8BA58FAE9F,pp. 219–230 / JSTOR 23607828
IBI-9078953DB2E7,biblical_citations,biblical_intertexts,Zechariah 3:2 and Deuteronomy 6:4,reported,SRC-B1A37FD6D79D,stock X.0552 / record 54886
IBI-9078953DB2E7,clients,client,"Hurmizdad son of Mamy, his wife, sons, and daughters",reported,SRC-B1A37FD6D79D,stock X.0552 / record 54886
IBI-9078953DB2E7,current_location,location,Barakat Gallery or subsequent buyer,uncertain,SRC-B1A37FD6D79D,stock X.0552 / record 54886
IBI-9078953DB2E7,dating,dating,500–800 CE,reported,SRC-B1A37FD6D79D,stock X.0552 / record 54886
IBI-9078953DB2E7,dimensions,dimensions,15.9 × 6.4 cm,reported,SRC-B1A37FD6D79D,stock X.0552 / record 54886
IBI-9078953DB2E7,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-B1A37FD6D79D,stock X.0552 / record 54886
IBI-9078953DB2E7,material,material,Terracotta,reported,SRC-B1A37FD6D79D,stock X.0552 / record 54886
IBI-9078953DB2E7,origin,provenance,Mesopotamia,reported,SRC-B1A37FD6D79D,stock X.0552 / record 54886
IBI-9078953DB2E7,text_purpose,ritual,Protection from dreams of the night and day,reported,SRC-B1A37FD6D79D,stock X.0552 / record 54886
IBI-907E7D4A3B11,current_location,location,Penn Museum,reported,SRC-E62506EF1954,https://collections.penn.museum/collections/object/271620
IBI-907E7D4A3B11,dimensions,dimensions,height 8 cm; outside diameter 18 cm,reported,SRC-E62506EF1954,https://collections.penn.museum/collections/object/271620; Details table; observed 2026-09-05T14:30:19.136Z; Height and Outside Diameter
IBI-90833A9B7D36,condition,condition,fragmentary,reported,SRC-3A8095B6D794,index entry BM062A
IBI-9092CCC4D2C5,catalogue_language_codes,language,heb,reported,SRC-AF90A597E493,MMS 997008712410305171
IBI-9092CCC4D2C5,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-AF90A597E493,MMS 997008712410305171
IBI-9092CCC4D2C5,dating,dating,400–899 CE,reported,SRC-AF90A597E493,MMS 997008712410305171
IBI-9092CCC4D2C5,dimensions,dimensions,Height 75 mm; source field ‘הקף’ 165 mm,reported,SRC-AF90A597E493,MMS 997008712410305171
IBI-90A3DFF32458,current_or_reported_collection,location,Schøyen Collection,reported,SRC-A90AB34CA3FE,"p. 105, note 434"
IBI-90A3DFF32458,handwriting_attribution,practitioner,Giyonay daughter of Lalay,reported,SRC-A90AB34CA3FE,"p. 105, note 434"
IBI-90A3DFF32458,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-A90AB34CA3FE,"p. 105, note 434"
IBI-90B88EACB9FB,inscription_language,language,Aramaic,reported,SRC-72D809FB4249,text 018A; section pp. 43–102
IBI-90C14612734A,biblical_quotations,biblical_intertexts,"[""Isa. 40.12""]",reported,SRC-73C44B143A9D,"p. 161, distribution table, Müller-Kessler 1994: B2"
IBI-90C14612734A,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 161, distribution table, Müller-Kessler 1994: B2"
IBI-90E31133B7AB,biblical_quotation,biblical_intertexts,Zechariah 3:2,reported,SRC-C54888E36130,MS 2053/196 context: MS 2053/223
IBI-90E31133B7AB,current_location,location,The Schøyen Collection,reported,SRC-C54888E36130,MS 2053/196 context: MS 2053/223
IBI-90E3D2265AC0,current_location,location,The Schøyen Collection,reported,SRC-CCB4BB4FAD99,Schøyen record MS 2056/12
IBI-90E3D2265AC0,dating,dating,5th-7th Century,reported,SRC-CCB4BB4FAD99,Schøyen record MS 2056/12
IBI-90E3D2265AC0,dimensions,dimensions,28.4x14.5 cm,reported,SRC-CCB4BB4FAD99,Schøyen record MS 2056/12
IBI-90E3D2265AC0,inscription_language,language,Middle Persian,reported,SRC-CCB4BB4FAD99,Schøyen record MS 2056/12
IBI-90E3D2265AC0,material,material,clay,reported,SRC-CCB4BB4FAD99,Schøyen record MS 2056/12
IBI-90E3D2265AC0,origin,provenance,Persia,reported,SRC-CCB4BB4FAD99,Schøyen record MS 2056/12
IBI-90E3D2265AC0,publication_status,publication,To be published by Prof. Shaul Shaked.,reported,SRC-CCB4BB4FAD99,Schøyen record MS 2056/12
IBI-90E4425BBD7D,biblical_quotations,biblical_intertexts,"[""Isa. 37.16""]",reported,SRC-73C44B143A9D,"p. 159, distribution table, IM 212093"
IBI-90E4425BBD7D,current_or_reported_collection,location,Iraq Museum,reported,SRC-73C44B143A9D,"p. 159, distribution table, IM 212093"
IBI-90E4425BBD7D,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 159, distribution table, IM 212093"
IBI-90EB147AD3EE,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-J
IBI-90EB147AD3EE,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-J
IBI-90EB147AD3EE,findspot,provenance,Found/Acquired: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-J
IBI-90EB147AD3EE,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-J
IBI-90EB147AD3EE,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-J
IBI-915C0B323E6F,catalogue_language_codes,language,heb,reported,SRC-F5FF2B133C4D,MMS 997008712401105171
IBI-915C0B323E6F,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-F5FF2B133C4D,MMS 997008712401105171
IBI-915C0B323E6F,dating,dating,400–899 CE,reported,SRC-F5FF2B133C4D,MMS 997008712401105171
IBI-915C0B323E6F,dimensions,dimensions,Height 85 mm; source field ‘הקף’ 185 mm,reported,SRC-F5FF2B133C4D,MMS 997008712401105171
IBI-917276249B87,condition,condition,Broken and mended; small segment missing.,reported,SRC-943673B56FB8,"Catalogue, text 4, printed p. 321; PDF p. 327; description column"
IBI-917276249B87,current_or_reported_collection,location,Penn Museum,reported,SRC-943673B56FB8,"p. 321, item 4"
IBI-917276249B87,dimensions,dimensions,height 7.5 cm; diameter 17.3 cm,reported,SRC-943673B56FB8,"p. 321, item 4"
IBI-917276249B87,dimensions,dimensions,height 7.5 cm; diameter 17.3 cm,reported,SRC-943673B56FB8,"Catalogue, text 4, printed p. 321; PDF p. 327; size column (height by diameter)"
IBI-917276249B87,findspot,provenance,Nippur,reported,SRC-943673B56FB8,"p. 321, item 4"
IBI-917276249B87,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-943673B56FB8,"p. 321, item 4"
IBI-917276249B87,publication_register_identifier,publication,CBS 2923,reported,SRC-943673B56FB8,"Catalogue, text 4, printed p. 321; PDF p. 327; catalogue number column"
IBI-917397575566,attributed_author,practitioner,Yezidad son of Izdanduch and Mirdukh daughter of Banai,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 6 and note 413"
IBI-917397575566,current_or_reported_collection,location,Penn Museum,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 6 and note 413"
IBI-917397575566,formula_genre,ritual,General charm,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 6 and note 413"
IBI-917397575566,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 6 and note 413"
IBI-917B397C66C2,catalogue_language_codes,language,heb,reported,SRC-1BB50C76BF2C,MMS 997008712396605171
IBI-917B397C66C2,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-1BB50C76BF2C,MMS 997008712396605171
IBI-917B397C66C2,dating,dating,400–899 CE,reported,SRC-1BB50C76BF2C,MMS 997008712396605171
IBI-917B397C66C2,dimensions,dimensions,Height 65 mm; source field ‘הקף’ 160 mm,reported,SRC-1BB50C76BF2C,MMS 997008712396605171
IBI-924B5252E5D5,inscription_language,language,Syriac,reported,SRC-6D313A7AA389,"p. 1, item 15"
IBI-924B5252E5D5,script,script,Syriac ‘Manichaean’ script,reported,SRC-6D313A7AA389,"p. 1, item 15"
IBI-92F5B3CC2C41,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1974-1209-1
IBI-92F5B3CC2C41,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1974-1209-1
IBI-92F5B3CC2C41,findspot,provenance,Found/Acquired: Iran,reported,SRC-3D4B57D27A24,Related objects: 1974-1209-1
IBI-92F5B3CC2C41,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1974-1209-1
IBI-92F5B3CC2C41,production_place,provenance,"Made in: Iraq, South",reported,SRC-3D4B57D27A24,Related objects: 1974-1209-1
IBI-93050DC592D4,catalogue_language_codes,language,heb,reported,SRC-C402D951B97E,MMS 997008712395505171
IBI-93050DC592D4,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-C402D951B97E,MMS 997008712395505171
IBI-93050DC592D4,dating,dating,400–899 CE,reported,SRC-C402D951B97E,MMS 997008712395505171
IBI-93050DC592D4,dimensions,dimensions,Height 55 mm; source field ‘הקף’ 163 mm,reported,SRC-C402D951B97E,MMS 997008712395505171
IBI-935680A3E627,current_location,location,Penn Museum,reported,SRC-6E01F490BAF0,https://collections.penn.museum/collections/object/97758
IBI-935680A3E627,material,material,Ceramic; Ink,reported,SRC-6E01F490BAF0,https://collections.penn.museum/collections/object/97758
IBI-935792C842AB,bibliography,publication,"Ford 2014 commentary on Shaked–Ford–Bhayro 2013, JBA 18",reported,SRC-FORD2014-AUOR,"Commentary on JBA 18, Ford 2014 pp. 236"
IBI-935792C842AB,text_feature,text_description,Ford reports: Alternative interpretation of an expression for thieves.,reported,SRC-FORD2014-AUOR,pp. 236; JBA 18:10
IBI-93762BB9D0E1,dating,dating,4th–8th century CE,reported,SRC-06ED81256DF5,"lot 1077, component 1 of 2; record 224609"
IBI-93762BB9D0E1,dimensions,dimensions,Within lot range 9.5–12.4 cm,reported,SRC-06ED81256DF5,"lot 1077, component 1 of 2; record 224609"
IBI-93762BB9D0E1,material,material,Terracotta,reported,SRC-06ED81256DF5,"lot 1077, component 1 of 2; record 224609"
IBI-93762BB9D0E1,provenance,provenance,"German art market 1989–1995; Museum Gallery, London, 1998–2003; London academic collection from 2003",reported,SRC-06ED81256DF5,"lot 1077, component 1 of 2; record 224609"
IBI-93762BB9D0E1,script,script,Faint Aramaic script,reported,SRC-06ED81256DF5,"lot 1077, component 1 of 2; record 224609"
IBI-93D8D01109BC,current_or_reported_collection,location,"Frau Professor Hilprecht Collection, Jena",reported,SRC-6D313A7AA389,"p. 2, item 27"
IBI-93D8D01109BC,inscription_language,language,Syriac,reported,SRC-6D313A7AA389,"p. 2, item 27"
IBI-93D8D01109BC,script,script,Syriac ‘Manichaean’ script,reported,SRC-6D313A7AA389,"p. 2, item 27"
IBI-93D8EFA6B3C3,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-8
IBI-93D8EFA6B3C3,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-8
IBI-93D8EFA6B3C3,findspot,provenance,"Found/Acquired: Iraq, South",reported,SRC-3D4B57D27A24,Related objects: 1886-0109-8
IBI-93D8EFA6B3C3,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-8
IBI-93D8EFA6B3C3,production_place,provenance,"Made in: Iraq, South",reported,SRC-3D4B57D27A24,Related objects: 1886-0109-8
IBI-948D89090FA8,current_location,location,Penn Museum,reported,SRC-FA0E7F8FF22E,https://collections.penn.museum/collections/object/281212
IBI-948D89090FA8,material,material,Ceramic; Ink,reported,SRC-FA0E7F8FF22E,https://collections.penn.museum/collections/object/281212
IBI-950537E68315,catalogue_concordance,publication,"Segal 2000, text 021A",reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,client,client,Aban son of Daday,reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,condition,condition,Fair; repaired and incomplete,reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,current_location,location,The British Museum,reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,dating,dating,6th–8th century CE,reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,dating,dating,6thC–8thC,reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,dimensions,dimensions,Diameter 16.20 cm; depth 5.80 cm,reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,findspot,provenance,Birs-Nimrud (Borsippa),reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,inscription_language,language,Aramaic,reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,material,material,Pottery,reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,material,material,pottery,reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,period,dating,Late–Post Sasanian,reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,production_place,provenance,Iraq,reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-950537E68315,text_purpose,ritual,"Prosperity and safety of house, shop, and family",reported,SRC-3848F0A07B43,object W_1880-1112-1964
IBI-9522B8791237,current_location,location,"Loyola Marymount University Archaeology Museum, Los Angeles",reported,SRC-16E6FD74D61C,"project page, bowl 3 of 4"
IBI-9522B8791237,dating,dating,circa 5th–6th centuries CE,reported,SRC-16E6FD74D61C,"project page, bowl 3 of 4"
IBI-9522B8791237,material,material,Terracotta,reported,SRC-16E6FD74D61C,"project page, bowl 3 of 4"
IBI-95409522D6EC,dating,dating,5th–6th century CE,reported,SRC-4B0CEB2BE96C,"lot 58, larger fragment"
IBI-95409522D6EC,dimensions,dimensions,14 × 13 cm,reported,SRC-4B0CEB2BE96C,"lot 58, larger fragment"
IBI-95409522D6EC,inscription_language,language,Aramaic,reported,SRC-4B0CEB2BE96C,"lot 58, larger fragment"
IBI-95409522D6EC,material,material,Pottery,reported,SRC-4B0CEB2BE96C,"lot 58, larger fragment"
IBI-95409522D6EC,provenance,provenance,Said Ali Madhloom collection; brought to the UK in 1981; thence by descent,reported,SRC-4B0CEB2BE96C,"lot 58, larger fragment"
IBI-95B32DB89DA3,catalogue_language_codes,language,heb,reported,SRC-FA6415CB9660,MMS 997008712547705171
IBI-95B32DB89DA3,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-FA6415CB9660,MMS 997008712547705171
IBI-95B32DB89DA3,dating,dating,400–899 CE,reported,SRC-FA6415CB9660,MMS 997008712547705171
IBI-95B32DB89DA3,dimensions,dimensions,Height 53 mm; source field ‘הקף’ 128 mm,reported,SRC-FA6415CB9660,MMS 997008712547705171
IBI-95E9F42816BF,biblical_quotation,biblical_intertexts,Zechariah 3:2,reported,SRC-C54888E36130,MS 2053/196 context: MS 2053/70
IBI-95E9F42816BF,current_location,location,The Schøyen Collection,reported,SRC-C54888E36130,MS 2053/196 context: MS 2053/70
IBI-9625CFD9198C,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-2
IBI-9625CFD9198C,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-2
IBI-9625CFD9198C,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-2
IBI-9625CFD9198C,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-2
IBI-963564D9179D,catalogue_language_codes,language,heb,reported,SRC-F5FD4D31B37A,MMS 997008712395905171
IBI-963564D9179D,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-F5FD4D31B37A,MMS 997008712395905171
IBI-963564D9179D,dating,dating,400–899 CE,reported,SRC-F5FD4D31B37A,MMS 997008712395905171
IBI-963564D9179D,dimensions,dimensions,Height 58 mm; source field ‘הקף’ 163 mm,reported,SRC-F5FD4D31B37A,MMS 997008712395905171
IBI-96661F866A76,current_location,location,"Erbil Civilization Museum, Erbil, Iraqi Kurdistan",reported,SRC-D9FE0348C1C5,"object photograph and caption, lines 267–268"
IBI-96661F866A76,dating,dating,"Seleucid period, 312–139 BCE",disputed,SRC-D9FE0348C1C5,"object photograph and caption, lines 267–268"
IBI-96661F866A76,inscription_language,language,Aramaic,reported,SRC-D9FE0348C1C5,"object photograph and caption, lines 267–268"
IBI-96661F866A76,material,material,Pottery,reported,SRC-D9FE0348C1C5,"object photograph and caption, lines 267–268"
IBI-96661F866A76,origin,provenance,Modern-day Iraq; precise excavation provenance unknown,reported,SRC-D9FE0348C1C5,"object photograph and caption, lines 267–268"
IBI-967FFF92E37F,biblical_quotations,biblical_intertexts,"[""Exod. 14.31"", ""Ps. 114.3"", ""Isa. 6.3""]",reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 116"
IBI-967FFF92E37F,current_or_reported_collection,location,The Schøyen Collection,reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 116"
IBI-967FFF92E37F,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 116"
IBI-96BF25574EC7,script,script,Pseudo-script,reported,SRC-72D809FB4249,text 133Ps; section pp. 150–162
IBI-96C65489B296,current_location,location,Penn Museum,reported,SRC-36AF248B137B,https://collections.penn.museum/collections/object/73758
IBI-96C65489B296,material,material,Ceramic; Ink,reported,SRC-36AF248B137B,https://collections.penn.museum/collections/object/73758
IBI-96E0594FD57F,current_location,location,Penn Museum,reported,SRC-AEF474F46045,https://collections.penn.museum/collections/object/255211
IBI-96E0594FD57F,material,material,Ceramic Ink,reported,SRC-AEF474F46045,https://collections.penn.museum/collections/object/255211
IBI-9746820141A2,current_location,location,"Jewish Museum of Switzerland, Basel",reported,SRC-1375F4DCFE63,object JMS 1973-2
IBI-9746820141A2,dating,dating,"5th–6th century, no later than 8th century CE",reported,SRC-1375F4DCFE63,object JMS 1973-2
IBI-9746820141A2,inscription_language,language,Mandaic,reported,SRC-1375F4DCFE63,object JMS 1973-2
IBI-9746820141A2,material,material,Clay,reported,SRC-1375F4DCFE63,object JMS 1973-2
IBI-9746820141A2,origin,provenance,Mesopotamia,reported,SRC-1375F4DCFE63,object JMS 1973-2
IBI-9746820141A2,period,dating,Sasanian,reported,SRC-1375F4DCFE63,object JMS 1973-2
IBI-974F2B5B0B55,current_or_reported_collection,location,Penn Museum,reported,SRC-6D313A7AA389,"p. 1, item 4"
IBI-974F2B5B0B55,inscription_language,language,Syriac,reported,SRC-6D313A7AA389,"p. 1, item 4"
IBI-974F2B5B0B55,script,script,Syriac ‘Manichaean’ script,reported,SRC-6D313A7AA389,"p. 1, item 4"
IBI-9758D297FB44,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1925-1015-6
IBI-9758D297FB44,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1925-1015-6
IBI-9758D297FB44,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1925-1015-6
IBI-9758D297FB44,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1925-1015-6
IBI-97ED0532D516,current_location,location,"Frau Professor Hilprecht Collection, Friedrich Schiller University Jena",reported,SRC-1B2EA0C25D31,dc00001087
IBI-97ED0532D516,dating,dating,500–700 CE,reported,SRC-1B2EA0C25D31,dc00001087
IBI-97ED0532D516,dimensions,dimensions,Height 6.8 cm; diameter not reported,reported,SRC-1B2EA0C25D31,dc00001087
IBI-97ED0532D516,findspot,provenance,"Nippur, Iraq",reported,SRC-1B2EA0C25D31,dc00001087
IBI-986201E25DF1,catalogue_language_codes,language,heb,reported,SRC-B418B68EA454,MMS 997008712548505171
IBI-986201E25DF1,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-B418B68EA454,MMS 997008712548505171
IBI-986201E25DF1,dating,dating,400–899 CE,reported,SRC-B418B68EA454,MMS 997008712548505171
IBI-986201E25DF1,dimensions,dimensions,Height 62 mm; source field ‘הקף’ 162 mm,reported,SRC-B418B68EA454,MMS 997008712548505171
IBI-9864B55DD2CF,biblical_quotations,biblical_intertexts,"[""Num. 9.23""]",reported,SRC-73C44B143A9D,"p. 154, distribution table, Isbell 55"
IBI-9864B55DD2CF,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 154, distribution table, Isbell 55"
IBI-98E2E65877A9,current_location,location,Penn Museum,reported,SRC-D6DF11669149,https://collections.penn.museum/collections/object/75888
IBI-98E2E65877A9,material,material,Ceramic; Ink,reported,SRC-D6DF11669149,https://collections.penn.museum/collections/object/75888
IBI-996580409AEC,condition,condition,Thick dark crust obscured much of interior and exterior before conservation,reported,SRC-29E8BB7237EE,TMA 1931.455 / KM 31455
IBI-996580409AEC,current_location,location,"Kelsey Museum of Archaeology, University of Michigan",reported,SRC-29E8BB7237EE,TMA 1931.455 / KM 31455
IBI-996580409AEC,findspot,provenance,"Seleucia on the Tigris, Iraq",reported,SRC-29E8BB7237EE,TMA 1931.455 / KM 31455
IBI-996580409AEC,iconography,visual,Anthropomorphic figures,reported,SRC-29E8BB7237EE,TMA 1931.455 / KM 31455
IBI-996580409AEC,material,material,Buff earthenware with black pigment,reported,SRC-29E8BB7237EE,TMA 1931.455 / KM 31455
IBI-996580409AEC,script,script,Pseudo-script mimicking Aramaic,reported,SRC-29E8BB7237EE,TMA 1931.455 / KM 31455
IBI-99A827DC94C1,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1889-0112-5
IBI-99A827DC94C1,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1889-0112-5
IBI-99A827DC94C1,findspot,provenance,Found/Acquired: Mesopotamia (historic),reported,SRC-3D4B57D27A24,Related objects: 1889-0112-5
IBI-99A827DC94C1,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1889-0112-5
IBI-99A827DC94C1,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1889-0112-5
IBI-99CA1DB9C484,current_or_reported_collection,location,Shlomo Moussaieff Collection,reported,SRC-83A3DFDE7924,"pp. 161–162, M139"
